01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2015,Vila Franca de Xira,Município,Básico - 3º Ciclo e secundário,,,,,521.3
2015,Vila Franca de Xira,Município,Educação Pré-Escolar,,,,,131.0
2015,Vila Franca do Campo,Município,Básico - 1º Ciclo,,,,,260.0
2015,Vila Franca do Campo,Município,Básico - 2º Ciclo,,,,,200.0
2015,Vila Franca do Campo,Município,Básico - 3º Ciclo e secundário,,,,,84.6
2015,Vila Franca do Campo,Município,Educação Pré-Escolar,,,,,66.7
2015,Vila Nova da Barquinha,Município,Básico - 1º Ciclo,,,,-,
2015,Vila Nova da Barquinha,Município,Básico - 2º Ciclo,,,,-,
2015,Vila Nova da Barquinha,Município,Básico - 3º Ciclo e secundário,,,,,1700.0
2015,Vila Nova da Barquinha,Município,Educação Pré-Escolar,,,,-,
2015,Vila Nova de Cerveira,Município,Básico - 1º Ciclo,,,,,500.0
2015,Vila Nova de Cerveira,Município,Básico - 2º Ciclo,,,,,1000.0
2015,Vila Nova de Cerveira,Município,Básico - 3º Ciclo e secundário,,,,,283.3
2015,Vila Nova de Cerveira,Município,Educação Pré-Escolar,,,,,300.0
2015,Vila Nova de Famalicão,Município,Básico - 1º Ciclo,,,,,265.7
2015,Vila Nova de Famalicão,Município,Básico - 2º Ciclo,,,,,1288.9
2015,Vila Nova de Famalicão,Município,Básico - 3º Ciclo e secundário,,,,,364.3
2015,Vila Nova de Famalicão,Município,Educação Pré-Escolar,,,,,296.0
2015,Vila Nova de Foz Côa,Município,Básico - 1º Ciclo,,,,-,
2015,Vila Nova de Foz Côa,Município,Básico - 2º Ciclo,,,,,133.3
2015,Vila Nova de Foz Côa,Município,Básico - 3º Ciclo e secundário,,,,,575.0
2015,Vila Nova de Foz Côa,Município,Educação Pré-Escolar,,,,,400.0
2015,Vila Nova de Gaia,Município,Básico - 1º Ciclo,,,,,254.0
2015,Vila Nova de Gaia,Município,Básico - 2º Ciclo,,,,,1214.8
2015,Vila Nova de Gaia,Município,Básico - 3º Ciclo e secundário,,,,,1001.3
2015,Vila Nova de Gaia,Município,Educação Pré-Escolar,,,,,267.8
2015,Vila Nova de Paiva,Município,Básico - 1º Ciclo,,,,-,
2015,Vila Nova de Paiva,Município,Básico - 2º Ciclo,,,,-,
2015,Vila Nova de Paiva,Município,Básico - 3º Ciclo e secundário,,,,,225.0
2015,Vila Nova de Paiva,Município,Educação Pré-Escolar,,,,-,
2015,Vila Nova de Poiares,Município,Básico - 1º Ciclo,,,,-,
2015,Vila Nova de Poiares,Município,Básico - 2º Ciclo,,,,-,
2015,Vila Nova de Poiares,Município,Básico - 3º Ciclo e secundário,,,,,1150.0
2015,Vila Nova de Poiares,Município,Educação Pré-Escolar,,,,,200.0
2015,Vila Pouca de Aguiar,Município,Básico - 1º Ciclo,,,,,2100.0
2015,Vila Pouca de Aguiar,Município,Básico - 2º Ciclo,,,,,1600.0
2015,Vila Pouca de Aguiar,Município,Básico - 3º Ciclo e secundário,,,,,600.0
2015,Vila Pouca de Aguiar,Município,Educação Pré-Escolar,,,,,700.0
2015,Vila Real,Município,Básico - 1º Ciclo,,,,,1700.0
2015,Vila Real,Município,Básico - 2º Ciclo,,,,,666.7
2015,Vila Real,Município,Básico - 3º Ciclo e secundário,,,,,1292.9
2015,Vila Real,Município,Educação Pré-Escolar,,,,,900.0
2015,Vila Real de Santo António,Município,Básico - 1º Ciclo,,,,,1400.0
2015,Vila Real de Santo António,Município,Básico - 2º Ciclo,,,,,440.0
2015,Vila Real de Santo António,Município,Básico - 3º Ciclo e secundário,,,,,766.7
2015,Vila Real de Santo António,Município,Educação Pré-Escolar,,,,,233.3
2015,Vila Velha de Ródão,Município,Básico - 1º Ciclo,,,,-,
2015,Vila Velha de Ródão,Município,Básico - 2º Ciclo,,,,,400.0
2015,Vila Velha de Ródão,Município,Básico - 3º Ciclo e secundário,,,,,66.7
2015,Vila Velha de Ródão,Município,Educação Pré-Escolar,,,,-,
2015,Vila Verde,Município,Básico - 1º Ciclo,,,,,510.0
2015,Vila Verde,Município,Básico - 2º Ciclo,,,,,1100.0
2015,Vila Verde,Município,Básico - 3º Ciclo e secundário,,,,,2340.0
2015,Vila Verde,Município,Educação Pré-Escolar,,,,,1275.0
2015,Vila Viçosa,Município,Básico - 1º Ciclo,,,,,1000.0
2015,Vila Viçosa,Município,Básico - 2º Ciclo,,,,,1300.0
2015,Vila Viçosa,Município,Básico - 3º Ciclo e secundário,,,,,675.0
2015,Vila Viçosa,Município,Educação Pré-Escolar,,,,,250.0
2015,Vimioso,Município,Básico - 1º Ciclo,,,,-,
2015,Vimioso,Município,Básico - 2º Ciclo,,,,-,
2015,Vimioso,Município,Básico - 3º Ciclo e secundário,,,,,400.0
2015,Vimioso,Município,Educação Pré-Escolar,,,,-,
2015,Vinhais,Município,Básico - 1º Ciclo,,,,-,
2015,Vinhais,Município,Básico - 2º Ciclo,,,,-,
2015,Vinhais,Município,Básico - 3º Ciclo e secundário,,,,,1000.0
2015,Vinhais,Município,Educação Pré-Escolar,,,,-,
2015,Viseu,Município,Básico - 1º Ciclo,,,,,1500.0
2015,Viseu,Município,Básico - 2º Ciclo,,,,,1437.5
2015,Viseu,Município,Básico - 3º Ciclo e secundário,,,,,905.4
2015,Viseu,Município,Educação Pré-Escolar,,,,,494.4
2015,Vizela,Município,Básico - 1º Ciclo,,,,,100.0
2015,Vizela,Município,Básico - 2º Ciclo,,,,,1400.0
2015,Vizela,Município,Básico - 3º Ciclo e secundário,,,,,273.7
2015,Vizela,Município,Educação Pré-Escolar,,,,,500.0
2015,Vouzela,Município,Básico - 1º Ciclo,,,,-,
2015,Vouzela,Município,Básico - 2º Ciclo,,,,-,
2015,Vouzela,Município,Básico - 3º Ciclo e secundário,,,,,1400.0
2015,Vouzela,Município,Educação Pré-Escolar,,,,-,
2016,Abrantes,Município,Básico - 1º Ciclo,,,,,4500.0
2016,Abrantes,Município,Básico - 2º Ciclo,,,,-,
2016,Abrantes,Município,Básico - 3º Ciclo e secundário,,,,,1130.0
2016,Abrantes,Município,Educação Pré-Escolar,,,,,900.0
2016,Águeda,Município,Básico - 1º Ciclo,,,,,3800.0
2016,Águeda,Município,Básico - 2º Ciclo,,,,,1333.3
2016,Águeda,Município,Básico - 3º Ciclo e secundário,,,,,1942.9
2016,Águeda,Município,Educação Pré-Escolar,,,,,700.0
2016,Aguiar da Beira,Município,Básico - 1º Ciclo,,,,-,
2016,Aguiar da Beira,Município,Básico - 2º Ciclo,,,,-,
2016,Aguiar da Beira,Município,Básico - 3º Ciclo e secundário,,,,-,
2016,Aguiar da Beira,Município,Educação Pré-Escolar,,,,-,
2016,Alandroal,Município,Básico - 1º Ciclo,,,,,100.0
2016,Alandroal,Município,Básico - 2º Ciclo,,,,-,
2016,Alandroal,Município,Básico - 3º Ciclo e secundário,,,,,125.0
2016,Alandroal,Município,Educação Pré-Escolar,,,,-,
2016,Albergaria-a-Velha,Município,Básico - 1º Ciclo,,,,,2200.0
2016,Albergaria-a-Velha,Município,Básico - 2º Ciclo,,,,-,
2016,Albergaria-a-Velha,Município,Básico - 3º Ciclo e secundário,,,,,7600.0
2016,Albergaria-a-Velha,Município,Educação Pré-Escolar,,,,,340.0
2016,Albufeira,Município,Básico - 1º Ciclo,,,,,400.0
2016,Albufeira,Município,Básico - 2º Ciclo,,,,,616.7
2016,Albufeira,Município,Básico - 3º Ciclo e secundário,,,,,758.3
2016,Albufeira,Município,Educação Pré-Escolar,,,,,287.5
2016,Alcácer do Sal,Município,Básico - 1º Ciclo,,,,,900.0
2016,Alcácer do Sal,Município,Básico - 2º Ciclo,,,,,550.0
2016,Alcácer do Sal,Município,Básico - 3º Ciclo e secundário,,,,,383.3
2016,Alcácer do Sal,Município,Educação Pré-Escolar,,,,,1000.0
2016,Alcanena,Município,Básico - 1º Ciclo,,,,,1300.0
2016,Alcanena,Município,Básico - 2º Ciclo,,,,-,
2016,Alcanena,Município,Básico - 3º Ciclo e secundário,,,,,2200.0
2016,Alcanena,Município,Educação Pré-Escolar,,,,-,
2016,Alcobaça,Município,Básico - 1º Ciclo,,,,,1225.0
2016,Alcobaça,Município,Básico - 2º Ciclo,,,,-,
2016,Alcobaça,Município,Básico - 3º Ciclo e secundário,,,,,1742.9
2016,Alcobaça,Município,Educação Pré-Escolar,,,,,400.0
2016,Alcochete,Município,Básico - 1º Ciclo,,,,,300.0
2016,Alcochete,Município,Básico - 2º Ciclo,,,,,533.3
2016,Alcochete,Município,Básico - 3º Ciclo e secundário,,,,,771.4
2016,Alcochete,Município,Educação Pré-Escolar,,,,,233.3
2016,Alcoutim,Município,Básico - 1º Ciclo,,,,-,
2016,Alcoutim,Município,Básico - 2º Ciclo,,,,-,
2016,Alcoutim,Município,Básico - 3º Ciclo e secundário,,,,,150.0
2016,Alcoutim,Município,Educação Pré-Escolar,,,,-,
2016,Alenquer,Município,Básico - 1º Ciclo,,,,,514.3
2016,Alenquer,Município,Básico - 2º Ciclo,,,,,4200.0
2016,Alenquer,Município,Básico - 3º Ciclo e secundário,,,,,1250.0
2016,Alenquer,Município,Educação Pré-Escolar,,,,,400.0
2016,Alfândega da Fé,Município,Básico - 1º Ciclo,,,,-,
2016,Alfândega da Fé,Município,Básico - 2º Ciclo,,,,-,
2016,Alfândega da Fé,Município,Básico - 3º Ciclo e secundário,,,,,800.0
2016,Alfândega da Fé,Município,Educação Pré-Escolar,,,,-,
2016,Alijó,Município,Básico - 1º Ciclo,,,,,1800.0
2016,Alijó,Município,Básico - 2º Ciclo,,,,,1300.0
2016,Alijó,Município,Básico - 3º Ciclo e secundário,,,,,1700.0
2016,Alijó,Município,Educação Pré-Escolar,,,,,1700.0
2016,Aljezur,Município,Básico - 1º Ciclo,,,,,400.0
2016,Aljezur,Município,Básico - 2º Ciclo,,,,-,
2016,Aljezur,Município,Básico - 3º Ciclo e secundário,,,,,250.0
2016,Aljezur,Município,Educação Pré-Escolar,,,,-,
2016,Aljustrel,Município,Básico - 1º Ciclo,,,,,300.0
2016,Aljustrel,Município,Básico - 2º Ciclo,,,,-,
2016,Aljustrel,Município,Básico - 3º Ciclo e secundário,,,,,750.0
2016,Aljustrel,Município,Educação Pré-Escolar,,,,,600.0
2016,Almada,Município,Básico - 1º Ciclo,,,,,337.5
2016,Almada,Município,Básico - 2º Ciclo,,,,,884.2
2016,Almada,Município,Básico - 3º Ciclo e secundário,,,,,1465.3
2016,Almada,Município,Educação Pré-Escolar,,,,,222.9
2016,Almeida,Município,Básico - 1º Ciclo,,,,-,
2016,Almeida,Município,Básico - 2º Ciclo,,,,,500.0
2016,Almeida,Município,Básico - 3º Ciclo e secundário,,,,,700.0
2016,Almeida,Município,Educação Pré-Escolar,,,,,900.0
2016,Almeirim,Município,Básico - 1º Ciclo,,,,,2000.0
2016,Almeirim,Município,Básico - 2º Ciclo,,,,,2100.0
2016,Almeirim,Município,Básico - 3º Ciclo e secundário,,,,,1675.0
2016,Almeirim,Município,Educação Pré-Escolar,,,,,1000.0
2016,Almodôvar,Município,Básico - 1º Ciclo,,,,-,
2016,Almodôvar,Município,Básico - 2º Ciclo,,,,-,
2016,Almodôvar,Município,Básico - 3º Ciclo e secundário,,,,,1000.0
2016,Almodôvar,Município,Educação Pré-Escolar,,,,-,
2016,Alpiarça,Município,Básico - 1º Ciclo,,,,-,
2016,Alpiarça,Município,Básico - 2º Ciclo,,,,-,
2016,Alpiarça,Município,Básico - 3º Ciclo e secundário,,,,,240.0
2016,Alpiarça,Município,Educação Pré-Escolar,,,,-,
2016,Alter do Chão,Município,Básico - 1º Ciclo,,,,-,
2016,Alter do Chão,Município,Básico - 2º Ciclo,,,,-,
2016,Alter do Chão,Município,Básico - 3º Ciclo e secundário,,,,,233.3
2016,Alter do Chão,Município,Educação Pré-Escolar,,,,-,
2016,Alvaiázere,Município,Básico - 1º Ciclo,,,,,700.0
2016,Alvaiázere,Município,Básico - 2º Ciclo,,,,-,
2016,Alvaiázere,Município,Básico - 3º Ciclo e secundário,,,,-,
2016,Alvaiázere,Município,Educação Pré-Escolar,,,,-,
2016,Alvito,Município,Básico - 1º Ciclo,,,,-,
2016,Alvito,Município,Básico - 2º Ciclo,,,,-,
2016,Alvito,Município,Básico - 3º Ciclo e secundário,,,,,33.3
2016,Alvito,Município,Educação Pré-Escolar,,,,-,
2016,Amadora,Município,Básico - 1º Ciclo,,,,,214.3
2016,Amadora,Município,Básico - 2º Ciclo,,,,,487.9
2016,Amadora,Município,Básico - 3º Ciclo e secundário,,,,,709.5
2016,Amadora,Município,Educação Pré-Escolar,,,,,172.1
2016,Amarante,Município,Básico - 1º Ciclo,,,,,7200.0
2016,Amarante,Município,Básico - 2º Ciclo,,,,,928.6
2016,Amarante,Município,Básico - 3º Ciclo e secundário,,,,,329.0
2016,Amarante,Município,Educação Pré-Escolar,,,,,1766.7
2016,Amares,Município,Básico - 1º Ciclo,,,,-,
2016,Amares,Município,Básico - 2º Ciclo,,,,-,
2016,Amares,Município,Básico - 3º Ciclo e secundário,,,,,1566.7
2016,Amares,Município,Educação Pré-Escolar,,,,-,
2016,Anadia,Município,Básico - 1º Ciclo,,,,,1000.0
2016,Anadia,Município,Básico - 2º Ciclo,,,,,2900.0
2016,Anadia,Município,Básico - 3º Ciclo e secundário,,,,,2250.0
2016,Anadia,Município,Educação Pré-Escolar,,,,,285.7
2016,Angra do Heroísmo,Município,Básico - 1º Ciclo,,,,,437.5
2016,Angra do Heroísmo,Município,Básico - 2º Ciclo,,,,,315.4
2016,Angra do Heroísmo,Município,Básico - 3º Ciclo e secundário,,,,,312.5
2016,Angra do Heroísmo,Município,Educação Pré-Escolar,,,,,487.5
2016,Ansião,Município,Básico - 1º Ciclo,,,,-,
2016,Ansião,Município,Básico - 2º Ciclo,,,,,1700.0
2016,Ansião,Município,Básico - 3º Ciclo e secundário,,,,,1700.0
2016,Ansião,Município,Educação Pré-Escolar,,,,,400.0
2016,Arcos de Valdevez,Município,Básico - 1º Ciclo,,,,,400.0
2016,Arcos de Valdevez,Município,Básico - 2º Ciclo,,,,,2300.0
2016,Arcos de Valdevez,Município,Básico - 3º Ciclo e secundário,,,,,1433.3
2016,Arcos de Valdevez,Município,Educação Pré-Escolar,,,,,200.0
2016,Arganil,Município,Básico - 1º Ciclo,,,,,1400.0
2016,Arganil,Município,Básico - 2º Ciclo,,,,-,
2016,Arganil,Município,Básico - 3º Ciclo e secundário,,,,,933.3
2016,Arganil,Município,Educação Pré-Escolar,,,,-,
2016,Armamar,Município,Básico - 1º Ciclo,,,,,800.0
2016,Armamar,Município,Básico - 2º Ciclo,,,,,125.0
2016,Armamar,Município,Básico - 3º Ciclo e secundário,,,,,400.0
2016,Armamar,Município,Educação Pré-Escolar,,,,-,
2016,Arouca,Município,Básico - 1º Ciclo,,,,,333.3
2016,Arouca,Município,Básico - 2º Ciclo,,,,-,
2016,Arouca,Município,Básico - 3º Ciclo e secundário,,,,,685.7
2016,Arouca,Município,Educação Pré-Escolar,,,,-,
2016,Arraiolos,Município,Básico - 1º Ciclo,,,,-,
2016,Arraiolos,Município,Básico - 2º Ciclo,,,,-,
2016,Arraiolos,Município,Básico - 3º Ciclo e secundário,,,,,420.0
2016,Arraiolos,Município,Educação Pré-Escolar,,,,-,
2016,Arronches,Município,Básico - 1º Ciclo,,,,-,
2016,Arronches,Município,Básico - 2º Ciclo,,,,,300.0
2016,Arronches,Município,Básico - 3º Ciclo e secundário,,,,,50.0
2016,Arronches,Município,Educação Pré-Escolar,,,,-,
2016,Arruda dos Vinhos,Município,Básico - 1º Ciclo,,,,-,
2016,Arruda dos Vinhos,Município,Básico - 2º Ciclo,,,,-,
2016,Arruda dos Vinhos,Município,Básico - 3º Ciclo e secundário,,,,,2700.0
2016,Arruda dos Vinhos,Município,Educação Pré-Escolar,,,,,433.3
2016,Aveiro,Município,Básico - 1º Ciclo,,,,,1880.0
2016,Aveiro,Município,Básico - 2º Ciclo,,,,,2675.0
2016,Aveiro,Município,Básico - 3º Ciclo e secundário,,,,,2576.9
2016,Aveiro,Município,Educação Pré-Escolar,,,,,352.9
2016,Avis,Município,Básico - 1º Ciclo,,,,-,
2016,Avis,Município,Básico - 2º Ciclo,,,,-,
2016,Avis,Município,Básico - 3º Ciclo e secundário,,,,,14.3
2016,Avis,Município,Educação Pré-Escolar,,,,-,
2016,Azambuja,Município,Básico - 1º Ciclo,,,,,566.7
2016,Azambuja,Município,Básico - 2º Ciclo,,,,,2500.0
2016,Azambuja,Município,Básico - 3º Ciclo e secundário,,,,,466.7
2016,Azambuja,Município,Educação Pré-Escolar,,,,,550.0
2016,Baião,Município,Básico - 1º Ciclo,,,,,1900.0
2016,Baião,Município,Básico - 2º Ciclo,,,,,1800.0
2016,Baião,Município,Básico - 3º Ciclo e secundário,,,,,126.3
2016,Baião,Município,Educação Pré-Escolar,,,,,180.0
2016,Barcelos,Município,Básico - 1º Ciclo,,,,,657.9
2016,Barcelos,Município,Básico - 2º Ciclo,,,,,1212.5
2016,Barcelos,Município,Básico - 3º Ciclo e secundário,,,,,705.7
2016,Barcelos,Município,Educação Pré-Escolar,,,,,1030.0
2016,Barrancos,Município,Básico - 1º Ciclo,,,,-,
2016,Barrancos,Município,Básico - 2º Ciclo,,,,-,
2016,Barrancos,Município,Básico - 3º Ciclo e secundário,,,,,66.7
2016,Barrancos,Município,Educação Pré-Escolar,,,,-,
2016,Barreiro,Município,Básico - 1º Ciclo,,,,,380.0
2016,Barreiro,Município,Básico - 2º Ciclo,,,,,800.0
2016,Barreiro,Município,Básico - 3º Ciclo e secundário,,,,,1200.0
2016,Barreiro,Município,Educação Pré-Escolar,,,,,128.6
2016,Batalha,Município,Básico - 1º Ciclo,,,,-,
2016,Batalha,Município,Básico - 2º Ciclo,,,,,800.0
2016,Batalha,Município,Básico - 3º Ciclo e secundário,,,,,700.0
2016,Batalha,Município,Educação Pré-Escolar,,,,,600.0
2016,Beja,Município,Básico - 1º Ciclo,,,,,1220.0
2016,Beja,Município,Básico - 2º Ciclo,,,,,1750.0
2016,Beja,Município,Básico - 3º Ciclo e secundário,,,,,991.7
2016,Beja,Município,Educação Pré-Escolar,,,,,580.0
2016,Belmonte,Município,Básico - 1º Ciclo,,,,-,
2016,Belmonte,Município,Básico - 2º Ciclo,,,,,400.0
2016,Belmonte,Município,Básico - 3º Ciclo e secundário,,,,,1800.0
2016,Belmonte,Município,Educação Pré-Escolar,,,,-,
2016,Benavente,Município,Básico - 1º Ciclo,,,,,575.0
2016,Benavente,Município,Básico - 2º Ciclo,,,,,3500.0
2016,Benavente,Município,Básico - 3º Ciclo e secundário,,,,,500.0
2016,Benavente,Município,Educação Pré-Escolar,,,,,1200.0
2016,Bombarral,Município,Básico - 1º Ciclo,,,,,1100.0
2016,Bombarral,Município,Básico - 2º Ciclo,,,,-,
2016,Bombarral,Município,Básico - 3º Ciclo e secundário,,,,,2150.0
2016,Bombarral,Município,Educação Pré-Escolar,,,,,333.3
2016,Borba,Município,Básico - 1º Ciclo,,,,-,
2016,Borba,Município,Básico - 2º Ciclo,,,,-,
2016,Borba,Município,Básico - 3º Ciclo e secundário,,,,,700.0
2016,Borba,Município,Educação Pré-Escolar,,,,-,
2016,Boticas,Município,Básico - 1º Ciclo,,,,-,
2016,Boticas,Município,Básico - 2º Ciclo,,,,-,
2016,Boticas,Município,Básico - 3º Ciclo e secundário,,,,,400.0
2016,Boticas,Município,Educação Pré-Escolar,,,,,150.0
2016,Braga,Município,Básico - 1º Ciclo,,,,,566.7
2016,Braga,Município,Básico - 2º Ciclo,,,,,846.4
2016,Braga,Município,Básico - 3º Ciclo e secundário,,,,,775.8
2016,Braga,Município,Educação Pré-Escolar,,,,,405.4
2016,Bragança,Município,Básico - 1º Ciclo,,,,,5300.0
2016,Bragança,Município,Básico - 2º Ciclo,,,,,1525.0
2016,Bragança,Município,Básico - 3º Ciclo e secundário,,,,,2983.3
2016,Bragança,Município,Educação Pré-Escolar,,,,,840.0
2016,Cabeceiras de Basto,Município,Básico - 1º Ciclo,,,,,2400.0
2016,Cabeceiras de Basto,Município,Básico - 2º Ciclo,,,,-,
2016,Cabeceiras de Basto,Município,Básico - 3º Ciclo e secundário,,,,,322.2
2016,Cabeceiras de Basto,Município,Educação Pré-Escolar,,,,-,
2016,Cadaval,Município,Básico - 1º Ciclo,,,,,900.0
2016,Cadaval,Município,Básico - 2º Ciclo,,,,-,
2016,Cadaval,Município,Básico - 3º Ciclo e secundário,,,,,1050.0
2016,Cadaval,Município,Educação Pré-Escolar,,,,,900.0
2016,Caldas da Rainha,Município,Básico - 1º Ciclo,,,,,305.6
2016,Caldas da Rainha,Município,Básico - 2º Ciclo,,,,,275.0
2016,Caldas da Rainha,Município,Básico - 3º Ciclo e secundário,,,,,397.9
2016,Caldas da Rainha,Município,Educação Pré-Escolar,,,,,330.8
2016,Calheta [R.A.A.],Município,Básico - 1º Ciclo,,,,,66.7
2016,Calheta [R.A.A.],Município,Básico - 2º Ciclo,,,,,200.0
2016,Calheta [R.A.A.],Município,Básico - 3º Ciclo e secundário,,,,,33.3
2016,Calheta [R.A.A.],Município,Educação Pré-Escolar,,,,,33.3
2016,Calheta [R.A.M.],Município,Básico - 1º Ciclo,,,,,105.9
2016,Calheta [R.A.M.],Município,Básico - 2º Ciclo,,,,,250.0
2016,Calheta [R.A.M.],Município,Básico - 3º Ciclo e secundário,,,,,100.0
2016,Calheta [R.A.M.],Município,Educação Pré-Escolar,,,,,300.0
2016,Câmara de Lobos,Município,Básico - 1º Ciclo,,,,,182.6
2016,Câmara de Lobos,Município,Básico - 2º Ciclo,,,,,260.0
2016,Câmara de Lobos,Município,Básico - 3º Ciclo e secundário,,,,,188.9
2016,Câmara de Lobos,Município,Educação Pré-Escolar,,,,,200.0
2016,Caminha,Município,Básico - 1º Ciclo,,,,,2600.0
2016,Caminha,Município,Básico - 2º Ciclo,,,,,2500.0
2016,Caminha,Município,Básico - 3º Ciclo e secundário,,,,,2000.0
2016,Caminha,Município,Educação Pré-Escolar,,,,,400.0
2016,Campo Maior,Município,Básico - 1º Ciclo,,,,,1200.0
2016,Campo Maior,Município,Básico - 2º Ciclo,,,,,800.0
2016,Campo Maior,Município,Básico - 3º Ciclo e secundário,,,,,187.5
2016,Campo Maior,Município,Educação Pré-Escolar,,,,,300.0
2016,Cantanhede,Município,Básico - 1º Ciclo,,,,,1666.7
2016,Cantanhede,Município,Básico - 2º Ciclo,,,,,4800.0
2016,Cantanhede,Município,Básico - 3º Ciclo e secundário,,,,,1614.3
2016,Cantanhede,Município,Educação Pré-Escolar,,,,,700.0
2016,Carrazeda de Ansiães,Município,Básico - 1º Ciclo,,,,,800.0
2016,Carrazeda de Ansiães,Município,Básico - 2º Ciclo,,,,-,
2016,Carrazeda de Ansiães,Município,Básico - 3º Ciclo e secundário,,,,,1100.0
2016,Carrazeda de Ansiães,Município,Educação Pré-Escolar,,,,-,
2016,Carregal do Sal,Município,Básico - 1º Ciclo,,,,-,
2016,Carregal do Sal,Município,Básico - 2º Ciclo,,,,-,
2016,Carregal do Sal,Município,Básico - 3º Ciclo e secundário,,,,,1850.0
2016,Carregal do Sal,Município,Educação Pré-Escolar,,,,-,
2016,Cartaxo,Município,Básico - 1º Ciclo,,,,,1800.0
2016,Cartaxo,Município,Básico - 2º Ciclo,,,,,500.0
2016,Cartaxo,Município,Básico - 3º Ciclo e secundário,,,,,822.2
2016,Cartaxo,Município,Educação Pré-Escolar,,,,,400.0
2016,Cascais,Município,Básico - 1º Ciclo,,,,,129.6
2016,Cascais,Município,Básico - 2º Ciclo,,,,,346.7
2016,Cascais,Município,Básico - 3º Ciclo e secundário,,,,,606.9
2016,Cascais,Município,Educação Pré-Escolar,,,,,139.0
2016,Castanheira de Pêra,Município,Básico - 1º Ciclo,,,,-,
2016,Castanheira de Pêra,Município,Básico - 2º Ciclo,,,,-,
2016,Castanheira de Pêra,Município,Básico - 3º Ciclo e secundário,,,,,300.0
2016,Castanheira de Pêra,Município,Educação Pré-Escolar,,,,-,
2016,Castelo Branco,Município,Básico - 1º Ciclo,,,,,4150.0
2016,Castelo Branco,Município,Básico - 2º Ciclo,,,,,3150.0
2016,Castelo Branco,Município,Básico - 3º Ciclo e secundário,,,,,1870.0
2016,Castelo Branco,Município,Educação Pré-Escolar,,,,,463.6
2016,Castelo de Paiva,Município,Básico - 1º Ciclo,,,,,275.0
2016,Castelo de Paiva,Município,Básico - 2º Ciclo,,,,,333.3
2016,Castelo de Paiva,Município,Básico - 3º Ciclo e secundário,,,,,600.0
2016,Castelo de Paiva,Município,Educação Pré-Escolar,,,,,900.0
2016,Castelo de Vide,Município,Básico - 1º Ciclo,,,,-,
2016,Castelo de Vide,Município,Básico - 2º Ciclo,,,,-,
2016,Castelo de Vide,Município,Básico - 3º Ciclo e secundário,,,,,900.0
2016,Castelo de Vide,Município,Educação Pré-Escolar,,,,-,
2016,Castro Daire,Município,Básico - 1º Ciclo,,,,-,
2016,Castro Daire,Município,Básico - 2º Ciclo,,,,-,
2016,Castro Daire,Município,Básico - 3º Ciclo e secundário,,,,,1500.0
2016,Castro Daire,Município,Educação Pré-Escolar,,,,,1700.0
2016,Castro Marim,Município,Básico - 1º Ciclo,,,,-,
2016,Castro Marim,Município,Básico - 2º Ciclo,,,,-,
2016,Castro Marim,Município,Básico - 3º Ciclo e secundário,,,,,200.0
2016,Castro Marim,Município,Educação Pré-Escolar,,,,,300.0
2016,Castro Verde,Município,Básico - 1º Ciclo,,,,,900.0
2016,Castro Verde,Município,Básico - 2º Ciclo,,,,-,
2016,Castro Verde,Município,Básico - 3º Ciclo e secundário,,,,,1050.0
2016,Castro Verde,Município,Educação Pré-Escolar,,,,-,
2016,Celorico da Beira,Município,Básico - 1º Ciclo,,,,-,
2016,Celorico da Beira,Município,Básico - 2º Ciclo,,,,-,
2016,Celorico da Beira,Município,Básico - 3º Ciclo e secundário,,,,,1050.0
2016,Celorico da Beira,Município,Educação Pré-Escolar,,,,,1300.0
2016,Celorico de Basto,Município,Básico - 1º Ciclo,,,,,3100.0
2016,Celorico de Basto,Município,Básico - 2º Ciclo,,,,,633.3
2016,Celorico de Basto,Município,Básico - 3º Ciclo e secundário,,,,,1050.0
2016,Celorico de Basto,Município,Educação Pré-Escolar,,,,-,
2016,Chamusca,Município,Básico - 1º Ciclo,,,,-,
2016,Chamusca,Município,Básico - 2º Ciclo,,,,,1000.0
2016,Chamusca,Município,Básico - 3º Ciclo e secundário,,,,,2100.0
2016,Chamusca,Município,Educação Pré-Escolar,,,,-,
2016,Chaves,Município,Básico - 1º Ciclo,,,,,2425.0
2016,Chaves,Município,Básico - 2º Ciclo,,,,,5700.0
2016,Chaves,Município,Básico - 3º Ciclo e secundário,,,,,1511.1
2016,Chaves,Município,Educação Pré-Escolar,,,,,428.6
2016,Cinfães,Município,Básico - 1º Ciclo,,,,,2900.0
2016,Cinfães,Município,Básico - 2º Ciclo,,,,,475.0
2016,Cinfães,Município,Básico - 3º Ciclo e secundário,,,,,120.8
2016,Cinfães,Município,Educação Pré-Escolar,,,,-,
2016,Coimbra,Município,Básico - 1º Ciclo,,,,,662.5
2016,Coimbra,Município,Básico - 2º Ciclo,,,,,1278.6
2016,Coimbra,Município,Básico - 3º Ciclo e secundário,,,,,1431.9
2016,Coimbra,Município,Educação Pré-Escolar,,,,,232.3
2016,Condeixa-a-Nova,Município,Básico - 1º Ciclo,,,,,1800.0
2016,Condeixa-a-Nova,Município,Básico - 2º Ciclo,,,,-,
2016,Condeixa-a-Nova,Município,Básico - 3º Ciclo e secundário,,,,,1466.7
