01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2011,Santo Tirso,Município,Educação Pré-Escolar,,,,,225.0
2011,São Brás de Alportel,Município,Básico - 1º Ciclo,,,,,100.0
2011,São Brás de Alportel,Município,Básico - 2º Ciclo,,,,,100.0
2011,São Brás de Alportel,Município,Básico - 3º Ciclo e secundário,,,,,93.8
2011,São Brás de Alportel,Município,Educação Pré-Escolar,,,,,133.3
2011,São João da Madeira,Município,Básico - 1º Ciclo,,,,,70.4
2011,São João da Madeira,Município,Básico - 2º Ciclo,,,,,96.2
2011,São João da Madeira,Município,Básico - 3º Ciclo e secundário,,,,,80.2
2011,São João da Madeira,Município,Educação Pré-Escolar,,,,,177.8
2011,São João da Pesqueira,Município,Básico - 1º Ciclo,,,,,200.0
2011,São João da Pesqueira,Município,Básico - 2º Ciclo,,,,,100.0
2011,São João da Pesqueira,Município,Básico - 3º Ciclo e secundário,,,,,41.2
2011,São João da Pesqueira,Município,Educação Pré-Escolar,,,,-,
2011,São Pedro do Sul,Município,Básico - 1º Ciclo,,,,,333.3
2011,São Pedro do Sul,Município,Básico - 2º Ciclo,,,,,1050.0
2011,São Pedro do Sul,Município,Básico - 3º Ciclo e secundário,,,,,64.7
2011,São Pedro do Sul,Município,Educação Pré-Escolar,,,,,275.0
2011,São Roque do Pico,Município,Básico - 1º Ciclo,,,,x,
2011,São Roque do Pico,Município,Básico - 2º Ciclo,,,,x,
2011,São Roque do Pico,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,São Roque do Pico,Município,Educação Pré-Escolar,,,,x,
2011,São Vicente,Município,Básico - 1º Ciclo,,,,x,
2011,São Vicente,Município,Básico - 2º Ciclo,,,,x,
2011,São Vicente,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,São Vicente,Município,Educação Pré-Escolar,,,,x,
2011,Sardoal,Município,Básico - 1º Ciclo,,,,-,
2011,Sardoal,Município,Básico - 2º Ciclo,,,,,500.0
2011,Sardoal,Município,Básico - 3º Ciclo e secundário,,,,,72.7
2011,Sardoal,Município,Educação Pré-Escolar,,,,-,
2011,Sátão,Município,Básico - 1º Ciclo,,,,-,
2011,Sátão,Município,Básico - 2º Ciclo,,,,,1300.0
2011,Sátão,Município,Básico - 3º Ciclo e secundário,,,,,115.0
2011,Sátão,Município,Educação Pré-Escolar,,,,-,
2011,Seia,Município,Básico - 1º Ciclo,,,,,1800.0
2011,Seia,Município,Básico - 2º Ciclo,,,,,183.3
2011,Seia,Município,Básico - 3º Ciclo e secundário,,,,,188.2
2011,Seia,Município,Educação Pré-Escolar,,,,,233.3
2011,Seixal,Município,Básico - 1º Ciclo,,,,,71.5
2011,Seixal,Município,Básico - 2º Ciclo,,,,,133.9
2011,Seixal,Município,Básico - 3º Ciclo e secundário,,,,,207.5
2011,Seixal,Município,Educação Pré-Escolar,,,,,39.5
2011,Sernancelhe,Município,Básico - 1º Ciclo,,,,,500.0
2011,Sernancelhe,Município,Básico - 2º Ciclo,,,,,100.0
2011,Sernancelhe,Município,Básico - 3º Ciclo e secundário,,,,,33.3
2011,Sernancelhe,Município,Educação Pré-Escolar,,,,,500.0
2011,Serpa,Município,Básico - 1º Ciclo,,,,,50.0
2011,Serpa,Município,Básico - 2º Ciclo,,,,,162.5
2011,Serpa,Município,Básico - 3º Ciclo e secundário,,,,,38.5
2011,Serpa,Município,Educação Pré-Escolar,,,,,350.0
2011,Sertã,Município,Básico - 1º Ciclo,,,,,600.0
2011,Sertã,Município,Básico - 2º Ciclo,,,,,120.0
2011,Sertã,Município,Básico - 3º Ciclo e secundário,,,,,46.7
2011,Sertã,Município,Educação Pré-Escolar,,,,,125.0
2011,Sesimbra,Município,Básico - 1º Ciclo,,,,,82.9
2011,Sesimbra,Município,Básico - 2º Ciclo,,,,,97.8
2011,Sesimbra,Município,Básico - 3º Ciclo e secundário,,,,,126.2
2011,Sesimbra,Município,Educação Pré-Escolar,,,,,125.0
2011,Setúbal,Município,Básico - 1º Ciclo,,,,,99.1
2011,Setúbal,Município,Básico - 2º Ciclo,,,,,269.1
2011,Setúbal,Município,Básico - 3º Ciclo e secundário,,,,,195.3
2011,Setúbal,Município,Educação Pré-Escolar,,,,,60.0
2011,Sever do Vouga,Município,Básico - 1º Ciclo,,,,,750.0
2011,Sever do Vouga,Município,Básico - 2º Ciclo,,,,,116.7
2011,Sever do Vouga,Município,Básico - 3º Ciclo e secundário,,,,,47.8
2011,Sever do Vouga,Município,Educação Pré-Escolar,,,,-,
2011,Silves,Município,Básico - 1º Ciclo,,,,,56.8
2011,Silves,Município,Básico - 2º Ciclo,,,,,93.1
2011,Silves,Município,Básico - 3º Ciclo e secundário,,,,,67.0
2011,Silves,Município,Educação Pré-Escolar,,,,,69.2
2011,Sines,Município,Básico - 1º Ciclo,,,,,107.7
2011,Sines,Município,Básico - 2º Ciclo,,,,,260.0
2011,Sines,Município,Básico - 3º Ciclo e secundário,,,,,72.4
2011,Sines,Município,Educação Pré-Escolar,,,,,30.8
2011,Sintra,Município,Básico - 1º Ciclo,,,,,57.3
2011,Sintra,Município,Básico - 2º Ciclo,,,,,110.3
2011,Sintra,Município,Básico - 3º Ciclo e secundário,,,,,182.8
2011,Sintra,Município,Educação Pré-Escolar,,,,,77.0
2011,Sobral de Monte Agraço,Município,Básico - 1º Ciclo,,,,,22.2
2011,Sobral de Monte Agraço,Município,Básico - 2º Ciclo,,,,,60.0
2011,Sobral de Monte Agraço,Município,Básico - 3º Ciclo e secundário,,,,,111.1
2011,Sobral de Monte Agraço,Município,Educação Pré-Escolar,,,,,40.0
2011,Soure,Município,Básico - 1º Ciclo,,,,,566.7
2011,Soure,Município,Básico - 2º Ciclo,,,,,271.4
2011,Soure,Município,Básico - 3º Ciclo e secundário,,,,,181.8
2011,Soure,Município,Educação Pré-Escolar,,,,,100.0
2011,Sousel,Município,Básico - 1º Ciclo,,,,,100.0
2011,Sousel,Município,Básico - 2º Ciclo,,,,,150.0
2011,Sousel,Município,Básico - 3º Ciclo e secundário,,,,,45.5
2011,Sousel,Município,Educação Pré-Escolar,,,,,100.0
2011,Tábua,Município,Básico - 1º Ciclo,,,,,160.0
2011,Tábua,Município,Básico - 2º Ciclo,,,,,180.0
2011,Tábua,Município,Básico - 3º Ciclo e secundário,,,,,56.3
2011,Tábua,Município,Educação Pré-Escolar,,,,,200.0
2011,Tabuaço,Município,Básico - 1º Ciclo,,,,,1100.0
2011,Tabuaço,Município,Básico - 2º Ciclo,,,,,120.0
2011,Tabuaço,Município,Básico - 3º Ciclo e secundário,,,,,4.5
2011,Tabuaço,Município,Educação Pré-Escolar,,,,-,
2011,Tarouca,Município,Básico - 1º Ciclo,,,,,1600.0
2011,Tarouca,Município,Básico - 2º Ciclo,,,,,260.0
2011,Tarouca,Município,Básico - 3º Ciclo e secundário,,,,,50.0
2011,Tarouca,Município,Educação Pré-Escolar,,,,,350.0
2011,Tavira,Município,Básico - 1º Ciclo,,,,,137.5
2011,Tavira,Município,Básico - 2º Ciclo,,,,,314.3
2011,Tavira,Município,Básico - 3º Ciclo e secundário,,,,,129.3
2011,Tavira,Município,Educação Pré-Escolar,,,,,45.5
2011,Terras de Bouro,Município,Básico - 1º Ciclo,,,,,66.7
2011,Terras de Bouro,Município,Básico - 2º Ciclo,,,,,66.7
2011,Terras de Bouro,Município,Básico - 3º Ciclo e secundário,,,,,8.0
2011,Terras de Bouro,Município,Educação Pré-Escolar,,,,,66.7
2011,Tomar,Município,Básico - 1º Ciclo,,,,,148.3
2011,Tomar,Município,Básico - 2º Ciclo,,,,,445.5
2011,Tomar,Município,Básico - 3º Ciclo e secundário,,,,,150.6
2011,Tomar,Município,Educação Pré-Escolar,,,,,250.0
2011,Tondela,Município,Básico - 1º Ciclo,,,,-,
2011,Tondela,Município,Básico - 2º Ciclo,,,,,483.3
2011,Tondela,Município,Básico - 3º Ciclo e secundário,,,,,193.9
2011,Tondela,Município,Educação Pré-Escolar,,,,,1700.0
2011,Torre de Moncorvo,Município,Básico - 1º Ciclo,,,,-,
2011,Torre de Moncorvo,Município,Básico - 2º Ciclo,,,,,1300.0
2011,Torre de Moncorvo,Município,Básico - 3º Ciclo e secundário,,,,,117.6
2011,Torre de Moncorvo,Município,Educação Pré-Escolar,,,,,500.0
2011,Torres Novas,Município,Básico - 1º Ciclo,,,,,172.2
2011,Torres Novas,Município,Básico - 2º Ciclo,,,,,291.7
2011,Torres Novas,Município,Básico - 3º Ciclo e secundário,,,,,150.0
2011,Torres Novas,Município,Educação Pré-Escolar,,,,,200.0
2011,Torres Vedras,Município,Básico - 1º Ciclo,,,,,51.6
2011,Torres Vedras,Município,Básico - 2º Ciclo,,,,,112.7
2011,Torres Vedras,Município,Básico - 3º Ciclo e secundário,,,,,86.8
2011,Torres Vedras,Município,Educação Pré-Escolar,,,,,61.9
2011,Trancoso,Município,Básico - 1º Ciclo,,,,,850.0
2011,Trancoso,Município,Básico - 2º Ciclo,,,,,133.3
2011,Trancoso,Município,Básico - 3º Ciclo e secundário,,,,,59.1
2011,Trancoso,Município,Educação Pré-Escolar,,,,-,
2011,Trofa,Município,Básico - 1º Ciclo,,,,,44.4
2011,Trofa,Município,Básico - 2º Ciclo,,,,,138.5
2011,Trofa,Município,Básico - 3º Ciclo e secundário,,,,,82.9
2011,Trofa,Município,Educação Pré-Escolar,,,,,155.6
2011,Vagos,Município,Básico - 1º Ciclo,,,,,340.0
2011,Vagos,Município,Básico - 2º Ciclo,,,,,233.3
2011,Vagos,Município,Básico - 3º Ciclo e secundário,,,,,107.4
2011,Vagos,Município,Educação Pré-Escolar,,,,,400.0
2011,Vale de Cambra,Município,Básico - 1º Ciclo,,,,,133.3
2011,Vale de Cambra,Município,Básico - 2º Ciclo,,,,,66.7
2011,Vale de Cambra,Município,Básico - 3º Ciclo e secundário,,,,,97.4
2011,Vale de Cambra,Município,Educação Pré-Escolar,,,,,800.0
2011,Valença,Município,Básico - 1º Ciclo,,,,,162.5
2011,Valença,Município,Básico - 2º Ciclo,,,,,133.3
2011,Valença,Município,Básico - 3º Ciclo e secundário,,,,,100.0
2011,Valença,Município,Educação Pré-Escolar,,,,,100.0
2011,Valongo,Município,Básico - 1º Ciclo,,,,,59.3
2011,Valongo,Município,Básico - 2º Ciclo,,,,,150.7
2011,Valongo,Município,Básico - 3º Ciclo e secundário,,,,,181.1
2011,Valongo,Município,Educação Pré-Escolar,,,,,118.2
2011,Valpaços,Município,Básico - 1º Ciclo,,,,,442.9
2011,Valpaços,Município,Básico - 2º Ciclo,,,,,225.0
2011,Valpaços,Município,Básico - 3º Ciclo e secundário,,,,,53.1
2011,Valpaços,Município,Educação Pré-Escolar,,,,,300.0
2011,Velas,Município,Básico - 1º Ciclo,,,,x,
2011,Velas,Município,Básico - 2º Ciclo,,,,x,
2011,Velas,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,Velas,Município,Educação Pré-Escolar,,,,x,
2011,Vendas Novas,Município,Básico - 1º Ciclo,,,,,142.9
2011,Vendas Novas,Município,Básico - 2º Ciclo,,,,,72.7
2011,Vendas Novas,Município,Básico - 3º Ciclo e secundário,,,,,117.9
2011,Vendas Novas,Município,Educação Pré-Escolar,,,,,100.0
2011,Viana do Alentejo,Município,Básico - 1º Ciclo,,,,,600.0
2011,Viana do Alentejo,Município,Básico - 2º Ciclo,,,,,125.0
2011,Viana do Alentejo,Município,Básico - 3º Ciclo e secundário,,,,,84.6
2011,Viana do Alentejo,Município,Educação Pré-Escolar,,,,,133.3
2011,Viana do Castelo,Município,Básico - 1º Ciclo,,,,,200.0
2011,Viana do Castelo,Município,Básico - 2º Ciclo,,,,,178.5
2011,Viana do Castelo,Município,Básico - 3º Ciclo e secundário,,,,,136.9
2011,Viana do Castelo,Município,Educação Pré-Escolar,,,,,91.7
2011,Vidigueira,Município,Básico - 1º Ciclo,,,,,50.0
2011,Vidigueira,Município,Básico - 2º Ciclo,,,,-,
2011,Vidigueira,Município,Básico - 3º Ciclo e secundário,,,,,140.0
2011,Vidigueira,Município,Educação Pré-Escolar,,,,,250.0
2011,Vieira do Minho,Município,Básico - 1º Ciclo,,,,,1500.0
2011,Vieira do Minho,Município,Básico - 2º Ciclo,,,,,325.0
2011,Vieira do Minho,Município,Básico - 3º Ciclo e secundário,,,,,34.3
2011,Vieira do Minho,Município,Educação Pré-Escolar,,,,,50.0
2011,Vila da Praia da Vitória,Município,Básico - 1º Ciclo,,,,x,
2011,Vila da Praia da Vitória,Município,Básico - 2º Ciclo,,,,x,
2011,Vila da Praia da Vitória,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,Vila da Praia da Vitória,Município,Educação Pré-Escolar,,,,x,
2011,Vila de Rei,Município,Básico - 1º Ciclo,,,,-,
2011,Vila de Rei,Município,Básico - 2º Ciclo,,,,,200.0
2011,Vila de Rei,Município,Básico - 3º Ciclo e secundário,,,,,18.2
2011,Vila de Rei,Município,Educação Pré-Escolar,,,,-,
2011,Vila do Bispo,Município,Básico - 1º Ciclo,,,,,75.0
2011,Vila do Bispo,Município,Básico - 2º Ciclo,,,,-,
2011,Vila do Bispo,Município,Básico - 3º Ciclo e secundário,,,,,50.0
2011,Vila do Bispo,Município,Educação Pré-Escolar,,,,,50.0
2011,Vila do Conde,Município,Básico - 1º Ciclo,,,,,76.9
2011,Vila do Conde,Município,Básico - 2º Ciclo,,,,,296.8
2011,Vila do Conde,Município,Básico - 3º Ciclo e secundário,,,,,105.8
2011,Vila do Conde,Município,Educação Pré-Escolar,,,,,138.5
2011,Vila do Porto,Município,Básico - 1º Ciclo,,,,x,
2011,Vila do Porto,Município,Básico - 2º Ciclo,,,,x,
2011,Vila do Porto,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,Vila do Porto,Município,Educação Pré-Escolar,,,,x,
2011,Vila Flor,Município,Básico - 1º Ciclo,,,,,700.0
2011,Vila Flor,Município,Básico - 2º Ciclo,,,,,200.0
2011,Vila Flor,Município,Básico - 3º Ciclo e secundário,,,,,71.4
2011,Vila Flor,Município,Educação Pré-Escolar,,,,,100.0
2011,Vila Franca de Xira,Município,Básico - 1º Ciclo,,,,,45.3
2011,Vila Franca de Xira,Município,Básico - 2º Ciclo,,,,,63.4
2011,Vila Franca de Xira,Município,Básico - 3º Ciclo e secundário,,,,,124.0
2011,Vila Franca de Xira,Município,Educação Pré-Escolar,,,,,50.6
2011,Vila Franca do Campo,Município,Básico - 1º Ciclo,,,,x,
2011,Vila Franca do Campo,Município,Básico - 2º Ciclo,,,,x,
2011,Vila Franca do Campo,Município,Básico - 3º Ciclo e secundário,,,,x,
2011,Vila Franca do Campo,Município,Educação Pré-Escolar,,,,x,
2011,Vila Nova da Barquinha,Município,Básico - 1º Ciclo,,,,,400.0
2011,Vila Nova da Barquinha,Município,Básico - 2º Ciclo,,,,,166.7
2011,Vila Nova da Barquinha,Município,Básico - 3º Ciclo e secundário,,,,,111.8
2011,Vila Nova da Barquinha,Município,Educação Pré-Escolar,,,,,300.0
2011,Vila Nova de Cerveira,Município,Básico - 1º Ciclo,,,,,340.0
2011,Vila Nova de Cerveira,Município,Básico - 2º Ciclo,,,,,180.0
2011,Vila Nova de Cerveira,Município,Básico - 3º Ciclo e secundário,,,,,40.0
2011,Vila Nova de Cerveira,Município,Educação Pré-Escolar,,,,,133.3
2011,Vila Nova de Famalicão,Município,Básico - 1º Ciclo,,,,,84.5
2011,Vila Nova de Famalicão,Município,Básico - 2º Ciclo,,,,,103.0
2011,Vila Nova de Famalicão,Município,Básico - 3º Ciclo e secundário,,,,,49.1
2011,Vila Nova de Famalicão,Município,Educação Pré-Escolar,,,,,71.0
2011,Vila Nova de Foz Côa,Município,Básico - 1º Ciclo,,,,-,
2011,Vila Nova de Foz Côa,Município,Básico - 2º Ciclo,,,,,133.3
2011,Vila Nova de Foz Côa,Município,Básico - 3º Ciclo e secundário,,,,,127.3
2011,Vila Nova de Foz Côa,Município,Educação Pré-Escolar,,,,,150.0
2011,Vila Nova de Gaia,Município,Básico - 1º Ciclo,,,,,65.0
2011,Vila Nova de Gaia,Município,Básico - 2º Ciclo,,,,,235.1
2011,Vila Nova de Gaia,Município,Básico - 3º Ciclo e secundário,,,,,150.1
2011,Vila Nova de Gaia,Município,Educação Pré-Escolar,,,,,113.7
2011,Vila Nova de Paiva,Município,Básico - 1º Ciclo,,,,,166.7
2011,Vila Nova de Paiva,Município,Básico - 2º Ciclo,,,,,100.0
2011,Vila Nova de Paiva,Município,Básico - 3º Ciclo e secundário,,,,,58.8
2011,Vila Nova de Paiva,Município,Educação Pré-Escolar,,,,-,
2011,Vila Nova de Poiares,Município,Básico - 1º Ciclo,,,,-,
2011,Vila Nova de Poiares,Município,Básico - 2º Ciclo,,,,,300.0
2011,Vila Nova de Poiares,Município,Básico - 3º Ciclo e secundário,,,,,187.5
2011,Vila Nova de Poiares,Município,Educação Pré-Escolar,,,,,100.0
2011,Vila Pouca de Aguiar,Município,Básico - 1º Ciclo,,,,,2200.0
2011,Vila Pouca de Aguiar,Município,Básico - 2º Ciclo,,,,,500.0
2011,Vila Pouca de Aguiar,Município,Básico - 3º Ciclo e secundário,,,,,60.6
2011,Vila Pouca de Aguiar,Município,Educação Pré-Escolar,,,,,600.0
2011,Vila Real,Município,Básico - 1º Ciclo,,,,,118.4
2011,Vila Real,Município,Básico - 2º Ciclo,,,,,221.6
2011,Vila Real,Município,Básico - 3º Ciclo e secundário,,,,,151.2
2011,Vila Real,Município,Educação Pré-Escolar,,,,,162.5
2011,Vila Real de Santo António,Município,Básico - 1º Ciclo,,,,,160.0
2011,Vila Real de Santo António,Município,Básico - 2º Ciclo,,,,,112.5
2011,Vila Real de Santo António,Município,Básico - 3º Ciclo e secundário,,,,,97.9
2011,Vila Real de Santo António,Município,Educação Pré-Escolar,,,,,100.0
2011,Vila Velha de Ródão,Município,Básico - 1º Ciclo,,,,-,
2011,Vila Velha de Ródão,Município,Básico - 2º Ciclo,,,,,300.0
2011,Vila Velha de Ródão,Município,Básico - 3º Ciclo e secundário,,,,,66.7
2011,Vila Velha de Ródão,Município,Educação Pré-Escolar,,,,-,
2011,Vila Verde,Município,Básico - 1º Ciclo,,,,,53.9
2011,Vila Verde,Município,Básico - 2º Ciclo,,,,,271.4
2011,Vila Verde,Município,Básico - 3º Ciclo e secundário,,,,,92.7
2011,Vila Verde,Município,Educação Pré-Escolar,,,,,120.0
2011,Vila Viçosa,Município,Básico - 1º Ciclo,,,,,600.0
2011,Vila Viçosa,Município,Básico - 2º Ciclo,,,,,433.3
2011,Vila Viçosa,Município,Básico - 3º Ciclo e secundário,,,,,105.9
2011,Vila Viçosa,Município,Educação Pré-Escolar,,,,,50.0
2011,Vimioso,Município,Básico - 1º Ciclo,,,,-,
2011,Vimioso,Município,Básico - 2º Ciclo,,,,,75.0
2011,Vimioso,Município,Básico - 3º Ciclo e secundário,,,,,40.0
2011,Vimioso,Município,Educação Pré-Escolar,,,,-,
2011,Vinhais,Município,Básico - 1º Ciclo,,,,,1200.0
2011,Vinhais,Município,Básico - 2º Ciclo,,,,,500.0
2011,Vinhais,Município,Básico - 3º Ciclo e secundário,,,,,28.6
2011,Vinhais,Município,Educação Pré-Escolar,,,,,400.0
2011,Viseu,Município,Básico - 1º Ciclo,,,,,383.3
2011,Viseu,Município,Básico - 2º Ciclo,,,,,217.5
2011,Viseu,Município,Básico - 3º Ciclo e secundário,,,,,181.7
2011,Viseu,Município,Educação Pré-Escolar,,,,,362.5
2011,Vizela,Município,Básico - 1º Ciclo,,,,,45.0
2011,Vizela,Município,Básico - 2º Ciclo,,,,,67.7
2011,Vizela,Município,Básico - 3º Ciclo e secundário,,,,,55.6
2011,Vizela,Município,Educação Pré-Escolar,,,,,50.0
2011,Vouzela,Município,Básico - 1º Ciclo,,,,-,
2011,Vouzela,Município,Básico - 2º Ciclo,,,,,88.9
2011,Vouzela,Município,Básico - 3º Ciclo e secundário,,,,,53.3
2011,Vouzela,Município,Educação Pré-Escolar,,,,-,
2012,Abrantes,Município,Básico - 1º Ciclo,,,,,1166.7
2012,Abrantes,Município,Básico - 2º Ciclo,,,,,370.0
2012,Abrantes,Município,Básico - 3º Ciclo e secundário,,,,,259.4
2012,Abrantes,Município,Educação Pré-Escolar,,,,,287.5
2012,Águeda,Município,Básico - 1º Ciclo,,,,,1266.7
2012,Águeda,Município,Básico - 2º Ciclo,,,,,188.9
2012,Águeda,Município,Básico - 3º Ciclo e secundário,,,,,236.8
2012,Águeda,Município,Educação Pré-Escolar,,,,,177.8
2012,Aguiar da Beira,Município,Básico - 1º Ciclo,,,,-,
2012,Aguiar da Beira,Município,Básico - 2º Ciclo,,,,-,
2012,Aguiar da Beira,Município,Básico - 3º Ciclo e secundário,,,,,26.7
2012,Aguiar da Beira,Município,Educação Pré-Escolar,,,,-,
2012,Alandroal,Município,Básico - 1º Ciclo,,,,,400.0
2012,Alandroal,Município,Básico - 2º Ciclo,,,,,500.0
2012,Alandroal,Município,Básico - 3º Ciclo e secundário,,,,,75.0
2012,Alandroal,Município,Educação Pré-Escolar,,,,,200.0
2012,Albergaria-a-Velha,Município,Básico - 1º Ciclo,,,,,625.0
2012,Albergaria-a-Velha,Município,Básico - 2º Ciclo,,,,,161.5
2012,Albergaria-a-Velha,Município,Básico - 3º Ciclo e secundário,,,,,227.3
2012,Albergaria-a-Velha,Município,Educação Pré-Escolar,,,,,188.9
2012,Albufeira,Município,Básico - 1º Ciclo,,,,,96.2
2012,Albufeira,Município,Básico - 2º Ciclo,,,,,177.8
2012,Albufeira,Município,Básico - 3º Ciclo e secundário,,,,,65.1
2012,Albufeira,Município,Educação Pré-Escolar,,,,,62.5
2012,Alcácer do Sal,Município,Básico - 1º Ciclo,,,,,200.0
2012,Alcácer do Sal,Município,Básico - 2º Ciclo,,,,,114.3
2012,Alcácer do Sal,Município,Básico - 3º Ciclo e secundário,,,,,100.0
2012,Alcácer do Sal,Município,Educação Pré-Escolar,,,,,85.7
2012,Alcanena,Município,Básico - 1º Ciclo,,,,,175.0
2012,Alcanena,Município,Básico - 2º Ciclo,,,,,525.0
2012,Alcanena,Município,Básico - 3º Ciclo e secundário,,,,,370.0
2012,Alcanena,Município,Educação Pré-Escolar,,,,-,
2012,Alcobaça,Município,Básico - 1º Ciclo,,,,,115.6
2012,Alcobaça,Município,Básico - 2º Ciclo,,,,,478.6
2012,Alcobaça,Município,Básico - 3º Ciclo e secundário,,,,,124.3
2012,Alcobaça,Município,Educação Pré-Escolar,,,,,200.0
2012,Alcochete,Município,Básico - 1º Ciclo,,,,,60.0
2012,Alcochete,Município,Básico - 2º Ciclo,,,,,171.4
2012,Alcochete,Município,Básico - 3º Ciclo e secundário,,,,,186.4
2012,Alcochete,Município,Educação Pré-Escolar,,,,,42.9
2012,Alcoutim,Município,Básico - 1º Ciclo,,,,-,
2012,Alcoutim,Município,Básico - 2º Ciclo,,,,,25.0
2012,Alcoutim,Município,Básico - 3º Ciclo e secundário,,,,,11.1
2012,Alcoutim,Município,Educação Pré-Escolar,,,,,25.0
2012,Alenquer,Município,Básico - 1º Ciclo,,,,,113.0
2012,Alenquer,Município,Básico - 2º Ciclo,,,,,128.0
2012,Alenquer,Município,Básico - 3º Ciclo e secundário,,,,,186.1
2012,Alenquer,Município,Educação Pré-Escolar,,,,,154.5
2012,Alfândega da Fé,Município,Básico - 1º Ciclo,,,,-,
2012,Alfândega da Fé,Município,Básico - 2º Ciclo,,,,,166.7
2012,Alfândega da Fé,Município,Básico - 3º Ciclo e secundário,,,,,60.0
2012,Alfândega da Fé,Município,Educação Pré-Escolar,,,,-,
2012,Alijó,Município,Básico - 1º Ciclo,,,,,700.0
2012,Alijó,Município,Básico - 2º Ciclo,,,,,366.7
2012,Alijó,Município,Básico - 3º Ciclo e secundário,,,,,100.0
2012,Alijó,Município,Educação Pré-Escolar,,,,-,
2012,Aljezur,Município,Básico - 1º Ciclo,,,,,150.0
2012,Aljezur,Município,Básico - 2º Ciclo,,,,,25.0
2012,Aljezur,Município,Básico - 3º Ciclo e secundário,,,,,33.3
2012,Aljezur,Município,Educação Pré-Escolar,,,,-,
2012,Aljustrel,Município,Básico - 1º Ciclo,,,,,350.0
2012,Aljustrel,Município,Básico - 2º Ciclo,,,,,200.0
2012,Aljustrel,Município,Básico - 3º Ciclo e secundário,,,,,75.0
2012,Aljustrel,Município,Educação Pré-Escolar,,,,,100.0
2012,Almada,Município,Básico - 1º Ciclo,,,,,107.1
2012,Almada,Município,Básico - 2º Ciclo,,,,,135.4
2012,Almada,Município,Básico - 3º Ciclo e secundário,,,,,348.6
2012,Almada,Município,Educação Pré-Escolar,,,,,82.4
2012,Almeida,Município,Básico - 1º Ciclo,,,,-,
2012,Almeida,Município,Básico - 2º Ciclo,,,,-,
2012,Almeida,Município,Básico - 3º Ciclo e secundário,,,,,100.0
2012,Almeida,Município,Educação Pré-Escolar,,,,,500.0
2012,Almeirim,Município,Básico - 1º Ciclo,,,,,78.6
2012,Almeirim,Município,Básico - 2º Ciclo,,,,,300.0
2012,Almeirim,Município,Básico - 3º Ciclo e secundário,,,,,275.0
2012,Almeirim,Município,Educação Pré-Escolar,,,,,300.0
2012,Almodôvar,Município,Básico - 1º Ciclo,,,,-,
2012,Almodôvar,Município,Básico - 2º Ciclo,,,,,600.0
2012,Almodôvar,Município,Básico - 3º Ciclo e secundário,,,,,50.0
2012,Almodôvar,Município,Educação Pré-Escolar,,,,,200.0
2012,Alpiarça,Município,Básico - 1º Ciclo,,,,,250.0
2012,Alpiarça,Município,Básico - 2º Ciclo,,,,,350.0
2012,Alpiarça,Município,Básico - 3º Ciclo e secundário,,,,,61.5
2012,Alpiarça,Município,Educação Pré-Escolar,,,,,600.0
2012,Alter do Chão,Município,Básico - 1º Ciclo,,,,-,
2012,Alter do Chão,Município,Básico - 2º Ciclo,,,,,200.0
2012,Alter do Chão,Município,Básico - 3º Ciclo e secundário,,,,,114.3
2012,Alter do Chão,Município,Educação Pré-Escolar,,,,-,
2012,Alvaiázere,Município,Básico - 1º Ciclo,,,,-,
2012,Alvaiázere,Município,Básico - 2º Ciclo,,,,,75.0
2012,Alvaiázere,Município,Básico - 3º Ciclo e secundário,,,,,80.0
2012,Alvaiázere,Município,Educação Pré-Escolar,,,,,200.0
2012,Alvito,Município,Básico - 1º Ciclo,,,,,100.0
2012,Alvito,Município,Básico - 2º Ciclo,,,,-,
2012,Alvito,Município,Básico - 3º Ciclo e secundário,,,,-,
2012,Alvito,Município,Educação Pré-Escolar,,,,-,
2012,Amadora,Município,Básico - 1º Ciclo,,,,,74.8
2012,Amadora,Município,Básico - 2º Ciclo,,,,,131.8
2012,Amadora,Município,Básico - 3º Ciclo e secundário,,,,,239.5
2012,Amadora,Município,Educação Pré-Escolar,,,,,78.9
2012,Amarante,Município,Básico - 1º Ciclo,,,,,406.7
2012,Amarante,Município,Básico - 2º Ciclo,,,,,200.0
2012,Amarante,Município,Básico - 3º Ciclo e secundário,,,,,63.0
2012,Amarante,Município,Educação Pré-Escolar,,,,,800.0
2012,Amares,Município,Básico - 1º Ciclo,,,,,2500.0
2012,Amares,Município,Básico - 2º Ciclo,,,,,633.3
2012,Amares,Município,Básico - 3º Ciclo e secundário,,,,,168.8
2012,Amares,Município,Educação Pré-Escolar,,,,-,
2012,Anadia,Município,Básico - 1º Ciclo,,,,,825.0
2012,Anadia,Município,Básico - 2º Ciclo,,,,,370.0
2012,Anadia,Município,Básico - 3º Ciclo e secundário,,,,,384.2
2012,Anadia,Município,Educação Pré-Escolar,,,,,112.5
2012,Angra do Heroísmo,Município,Básico - 1º Ciclo,,,,x,
