01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2013,Covilhã,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,39.5
2013,Covilhã,Município,Cursos Tecnológicos e Profissionais,Total,,,,12.1
2013,Covilhã,Município,Total,10º ano,,,,6.9
2013,Covilhã,Município,Total,11º ano,,,,9.2
2013,Covilhã,Município,Total,12º ano,,,,35.2
2013,Covilhã,Município,Total,Total,,,,15.6
2013,Crato,Município,Cursos gerais,10º ano,,,-,
2013,Crato,Município,Cursos gerais,11º ano,,,-,
2013,Crato,Município,Cursos gerais,12º ano,,,-,
2013,Crato,Município,Cursos gerais,Total,,,-,
2013,Crato,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Crato,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,10.5
2013,Crato,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,35.3
2013,Crato,Município,Cursos Tecnológicos e Profissionais,Total,,,,13.1
2013,Crato,Município,Total,10º ano,,,,0.0
2013,Crato,Município,Total,11º ano,,,,10.5
2013,Crato,Município,Total,12º ano,,,,35.3
2013,Crato,Município,Total,Total,,,,13.1
2013,Cuba,Município,Cursos gerais,10º ano,,,-,
2013,Cuba,Município,Cursos gerais,11º ano,,,-,
2013,Cuba,Município,Cursos gerais,12º ano,,,-,
2013,Cuba,Município,Cursos gerais,Total,,,-,
2013,Cuba,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,11.5
2013,Cuba,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,10.0
2013,Cuba,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,4.7
2013,Cuba,Município,Cursos Tecnológicos e Profissionais,Total,,,,8.8
2013,Cuba,Município,Total,10º ano,,,,11.5
2013,Cuba,Município,Total,11º ano,,,,10.0
2013,Cuba,Município,Total,12º ano,,,,4.7
2013,Cuba,Município,Total,Total,,,,8.8
2013,Elvas,Município,Cursos gerais,10º ano,,,,21.4
2013,Elvas,Município,Cursos gerais,11º ano,,,,15.5
2013,Elvas,Município,Cursos gerais,12º ano,,,,35.6
2013,Elvas,Município,Cursos gerais,Total,,,,24.2
2013,Elvas,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,26.9
2013,Elvas,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,6.3
2013,Elvas,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,13.5
2013,Elvas,Município,Cursos Tecnológicos e Profissionais,Total,,,,15.0
2013,Elvas,Município,Total,10º ano,,,,22.7
2013,Elvas,Município,Total,11º ano,,,,12.9
2013,Elvas,Município,Total,12º ano,,,,30.2
2013,Elvas,Município,Total,Total,,,,21.9
2013,Entroncamento,Município,Cursos gerais,10º ano,,,,7.8
2013,Entroncamento,Município,Cursos gerais,11º ano,,,,3.4
2013,Entroncamento,Município,Cursos gerais,12º ano,,,,23.1
2013,Entroncamento,Município,Cursos gerais,Total,,,,11.2
2013,Entroncamento,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,18.4
2013,Entroncamento,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,1.9
2013,Entroncamento,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,33.1
2013,Entroncamento,Município,Cursos Tecnológicos e Profissionais,Total,,,,19.5
2013,Entroncamento,Município,Total,10º ano,,,,13.2
2013,Entroncamento,Município,Total,11º ano,,,,2.7
2013,Entroncamento,Município,Total,12º ano,,,,28.2
2013,Entroncamento,Município,Total,Total,,,,15.2
2013,Espinho,Município,Cursos gerais,10º ano,,,,15.9
2013,Espinho,Município,Cursos gerais,11º ano,,,,10.6
2013,Espinho,Município,Cursos gerais,12º ano,,,,32.6
2013,Espinho,Município,Cursos gerais,Total,,,,19.0
2013,Espinho,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,8.4
2013,Espinho,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,3.2
2013,Espinho,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,30.8
2013,Espinho,Município,Cursos Tecnológicos e Profissionais,Total,,,,12.5
2013,Espinho,Município,Total,10º ano,,,,12.5
2013,Espinho,Município,Total,11º ano,,,,7.5
2013,Espinho,Município,Total,12º ano,,,,31.9
2013,Espinho,Município,Total,Total,,,,16.2
2013,Esposende,Município,Cursos gerais,10º ano,,,,12.3
2013,Esposende,Município,Cursos gerais,11º ano,,,,5.5
2013,Esposende,Município,Cursos gerais,12º ano,,,,28.8
2013,Esposende,Município,Cursos gerais,Total,,,,15.5
2013,Esposende,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,5.8
2013,Esposende,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,2.5
2013,Esposende,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,1.0
2013,Esposende,Município,Cursos Tecnológicos e Profissionais,Total,,,,3.1
2013,Esposende,Município,Total,10º ano,,,,10.1
2013,Esposende,Município,Total,11º ano,,,,4.3
2013,Esposende,Município,Total,12º ano,,,,19.8
2013,Esposende,Município,Total,Total,,,,11.0
2013,Estarreja,Município,Cursos gerais,10º ano,,,,22.7
2013,Estarreja,Município,Cursos gerais,11º ano,,,,15.4
2013,Estarreja,Município,Cursos gerais,12º ano,,,,27.7
2013,Estarreja,Município,Cursos gerais,Total,,,,21.1
2013,Estarreja,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Estarreja,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Estarreja,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,52.8
2013,Estarreja,Município,Cursos Tecnológicos e Profissionais,Total,,,,16.5
2013,Estarreja,Município,Total,10º ano,,,,10.0
2013,Estarreja,Município,Total,11º ano,,,,9.1
2013,Estarreja,Município,Total,12º ano,,,,42.8
2013,Estarreja,Município,Total,Total,,,,18.7
2013,Estremoz,Município,Cursos gerais,10º ano,,,,14.1
2013,Estremoz,Município,Cursos gerais,11º ano,,,,11.2
2013,Estremoz,Município,Cursos gerais,12º ano,,,,42.2
2013,Estremoz,Município,Cursos gerais,Total,,,,21.2
2013,Estremoz,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,2.1
2013,Estremoz,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Estremoz,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,7.1
2013,Estremoz,Município,Cursos Tecnológicos e Profissionais,Total,,,,2.7
2013,Estremoz,Município,Total,10º ano,,,,11.6
2013,Estremoz,Município,Total,11º ano,,,,8.2
2013,Estremoz,Município,Total,12º ano,,,,33.9
2013,Estremoz,Município,Total,Total,,,,16.7
2013,Évora,Município,Cursos gerais,10º ano,,,,13.1
2013,Évora,Município,Cursos gerais,11º ano,,,,13.8
2013,Évora,Município,Cursos gerais,12º ano,,,,38.5
2013,Évora,Município,Cursos gerais,Total,,,,20.0
2013,Évora,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,14.3
2013,Évora,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,9.5
2013,Évora,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,25.5
2013,Évora,Município,Cursos Tecnológicos e Profissionais,Total,,,,16.4
2013,Évora,Município,Total,10º ano,,,,13.5
2013,Évora,Município,Total,11º ano,,,,12.0
2013,Évora,Município,Total,12º ano,,,,32.3
2013,Évora,Município,Total,Total,,,,18.5
2013,Fafe,Município,Cursos gerais,10º ano,,,,7.6
2013,Fafe,Município,Cursos gerais,11º ano,,,,18.7
2013,Fafe,Município,Cursos gerais,12º ano,,,,34.8
2013,Fafe,Município,Cursos gerais,Total,,,,18.9
2013,Fafe,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,8.2
2013,Fafe,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,7.3
2013,Fafe,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,6.8
2013,Fafe,Município,Cursos Tecnológicos e Profissionais,Total,,,,7.5
2013,Fafe,Município,Total,10º ano,,,,7.8
2013,Fafe,Município,Total,11º ano,,,,14.4
2013,Fafe,Município,Total,12º ano,,,,26.4
2013,Fafe,Município,Total,Total,,,,15.1
2013,Faro,Município,Cursos gerais,10º ano,,,,12.1
2013,Faro,Município,Cursos gerais,11º ano,,,,10.9
2013,Faro,Município,Cursos gerais,12º ano,,,,40.3
2013,Faro,Município,Cursos gerais,Total,,,,20.7
2013,Faro,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,10.8
2013,Faro,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,3.3
2013,Faro,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,45.2
2013,Faro,Município,Cursos Tecnológicos e Profissionais,Total,,,,19.5
2013,Faro,Município,Total,10º ano,,,,11.6
2013,Faro,Município,Total,11º ano,,,,8.5
2013,Faro,Município,Total,12º ano,,,,42.1
2013,Faro,Município,Total,Total,,,,20.2
2013,Felgueiras,Município,Cursos gerais,10º ano,,,,18.4
2013,Felgueiras,Município,Cursos gerais,11º ano,,,,12.0
2013,Felgueiras,Município,Cursos gerais,12º ano,,,,40.4
2013,Felgueiras,Município,Cursos gerais,Total,,,,23.2
2013,Felgueiras,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,2.0
2013,Felgueiras,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,2.6
2013,Felgueiras,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,19.1
2013,Felgueiras,Município,Cursos Tecnológicos e Profissionais,Total,,,,7.1
2013,Felgueiras,Município,Total,10º ano,,,,11.5
2013,Felgueiras,Município,Total,11º ano,,,,7.6
2013,Felgueiras,Município,Total,12º ano,,,,31.5
2013,Felgueiras,Município,Total,Total,,,,16.2
2013,Ferreira do Alentejo,Município,Cursos gerais,10º ano,,,-,
2013,Ferreira do Alentejo,Município,Cursos gerais,11º ano,,,,16.7
2013,Ferreira do Alentejo,Município,Cursos gerais,12º ano,,,,28.6
2013,Ferreira do Alentejo,Município,Cursos gerais,Total,,,,23.1
2013,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,12.5
2013,Ferreira do Alentejo,Município,Cursos Tecnológicos e Profissionais,Total,,,,2.1
2013,Ferreira do Alentejo,Município,Total,10º ano,,,,0.0
2013,Ferreira do Alentejo,Município,Total,11º ano,,,,6.9
2013,Ferreira do Alentejo,Município,Total,12º ano,,,,22.7
2013,Ferreira do Alentejo,Município,Total,Total,,,,9.6
2013,Ferreira do Zêzere,Município,Cursos gerais,10º ano,,,,47.8
2013,Ferreira do Zêzere,Município,Cursos gerais,11º ano,,,,28.0
2013,Ferreira do Zêzere,Município,Cursos gerais,12º ano,,,,50.0
2013,Ferreira do Zêzere,Município,Cursos gerais,Total,,,,42.5
2013,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,9.5
2013,Ferreira do Zêzere,Município,Cursos Tecnológicos e Profissionais,Total,,,,2.9
2013,Ferreira do Zêzere,Município,Total,10º ano,,,,22.9
2013,Ferreira do Zêzere,Município,Total,11º ano,,,,14.6
2013,Ferreira do Zêzere,Município,Total,12º ano,,,,34.0
2013,Ferreira do Zêzere,Município,Total,Total,,,,24.2
2013,Figueira da Foz,Município,Cursos gerais,10º ano,,,,9.2
2013,Figueira da Foz,Município,Cursos gerais,11º ano,,,,11.0
2013,Figueira da Foz,Município,Cursos gerais,12º ano,,,,23.5
2013,Figueira da Foz,Município,Cursos gerais,Total,,,,14.3
2013,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,11.4
2013,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,4.7
2013,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,29.2
2013,Figueira da Foz,Município,Cursos Tecnológicos e Profissionais,Total,,,,13.7
2013,Figueira da Foz,Município,Total,10º ano,,,,10.1
2013,Figueira da Foz,Município,Total,11º ano,,,,8.7
2013,Figueira da Foz,Município,Total,12º ano,,,,25.4
2013,Figueira da Foz,Município,Total,Total,,,,14.1
2013,Figueira de Castelo Rodrigo,Município,Cursos gerais,10º ano,,,,20.0
2013,Figueira de Castelo Rodrigo,Município,Cursos gerais,11º ano,,,,16.1
2013,Figueira de Castelo Rodrigo,Município,Cursos gerais,12º ano,,,,32.3
2013,Figueira de Castelo Rodrigo,Município,Cursos gerais,Total,,,,23.0
2013,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,10º ano,,,-,
2013,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,34.4
2013,Figueira de Castelo Rodrigo,Município,Cursos Tecnológicos e Profissionais,Total,,,,25.6
2013,Figueira de Castelo Rodrigo,Município,Total,10º ano,,,,20.0
2013,Figueira de Castelo Rodrigo,Município,Total,11º ano,,,,11.9
2013,Figueira de Castelo Rodrigo,Município,Total,12º ano,,,,33.3
2013,Figueira de Castelo Rodrigo,Município,Total,Total,,,,23.8
2013,Figueiró dos Vinhos,Município,Cursos gerais,10º ano,,,,9.4
2013,Figueiró dos Vinhos,Município,Cursos gerais,11º ano,,,,11.6
2013,Figueiró dos Vinhos,Município,Cursos gerais,12º ano,,,,25.6
2013,Figueiró dos Vinhos,Município,Cursos gerais,Total,,,,15.1
2013,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,11º ano,,,-,
2013,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,14.3
2013,Figueiró dos Vinhos,Município,Cursos Tecnológicos e Profissionais,Total,,,,5.1
2013,Figueiró dos Vinhos,Município,Total,10º ano,,,,6.4
2013,Figueiró dos Vinhos,Município,Total,11º ano,,,,11.6
2013,Figueiró dos Vinhos,Município,Total,12º ano,,,,22.8
2013,Figueiró dos Vinhos,Município,Total,Total,,,,12.9
2013,Fornos de Algodres,Município,Cursos gerais,10º ano,,,,15.8
2013,Fornos de Algodres,Município,Cursos gerais,11º ano,,,,0.0
2013,Fornos de Algodres,Município,Cursos gerais,12º ano,,,,39.4
2013,Fornos de Algodres,Município,Cursos gerais,Total,,,,22.2
2013,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,44.4
2013,Fornos de Algodres,Município,Cursos Tecnológicos e Profissionais,Total,,,,5.4
2013,Fornos de Algodres,Município,Total,10º ano,,,,6.0
2013,Fornos de Algodres,Município,Total,11º ano,,,,0.0
2013,Fornos de Algodres,Município,Total,12º ano,,,,40.5
2013,Fornos de Algodres,Município,Total,Total,,,,13.7
2013,Freixo de Espada à Cinta,Município,Cursos gerais,10º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos gerais,11º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos gerais,12º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos gerais,Total,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,10º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,11º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,33.3
2013,Freixo de Espada à Cinta,Município,Cursos Tecnológicos e Profissionais,Total,,,,33.3
2013,Freixo de Espada à Cinta,Município,Total,10º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Total,11º ano,,,-,
2013,Freixo de Espada à Cinta,Município,Total,12º ano,,,,33.3
2013,Freixo de Espada à Cinta,Município,Total,Total,,,,33.3
2013,Fronteira,Município,Cursos gerais,10º ano,,,-,
2013,Fronteira,Município,Cursos gerais,11º ano,,,-,
2013,Fronteira,Município,Cursos gerais,12º ano,,,-,
2013,Fronteira,Município,Cursos gerais,Total,,,-,
2013,Fronteira,Município,Cursos Tecnológicos e Profissionais,10º ano,,,-,
2013,Fronteira,Município,Cursos Tecnológicos e Profissionais,11º ano,,,-,
2013,Fronteira,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,9.1
2013,Fronteira,Município,Cursos Tecnológicos e Profissionais,Total,,,,9.1
2013,Fronteira,Município,Total,10º ano,,,-,
2013,Fronteira,Município,Total,11º ano,,,-,
2013,Fronteira,Município,Total,12º ano,,,,9.1
2013,Fronteira,Município,Total,Total,,,,9.1
2013,Funchal,Município,Cursos gerais,10º ano,,,,13.9
2013,Funchal,Município,Cursos gerais,11º ano,,,,14.0
2013,Funchal,Município,Cursos gerais,12º ano,,,,30.7
2013,Funchal,Município,Cursos gerais,Total,,,,19.6
2013,Funchal,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,22.7
2013,Funchal,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,7.9
2013,Funchal,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,28.9
2013,Funchal,Município,Cursos Tecnológicos e Profissionais,Total,,,,19.6
2013,Funchal,Município,Total,10º ano,,,,17.7
2013,Funchal,Município,Total,11º ano,,,,11.5
2013,Funchal,Município,Total,12º ano,,,,30.1
2013,Funchal,Município,Total,Total,,,,19.6
2013,Fundão,Município,Cursos gerais,10º ano,,,,12.3
2013,Fundão,Município,Cursos gerais,11º ano,,,,16.4
2013,Fundão,Município,Cursos gerais,12º ano,,,,30.8
2013,Fundão,Município,Cursos gerais,Total,,,,19.6
2013,Fundão,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,2.8
2013,Fundão,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,1.2
2013,Fundão,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,16.0
2013,Fundão,Município,Cursos Tecnológicos e Profissionais,Total,,,,5.7
2013,Fundão,Município,Total,10º ano,,,,6.8
2013,Fundão,Município,Total,11º ano,,,,8.6
2013,Fundão,Município,Total,12º ano,,,,23.7
2013,Fundão,Município,Total,Total,,,,12.2
2013,Gavião,Município,Cursos gerais,10º ano,,,-,
2013,Gavião,Município,Cursos gerais,11º ano,,,-,
2013,Gavião,Município,Cursos gerais,12º ano,,,-,
2013,Gavião,Município,Cursos gerais,Total,,,-,
2013,Gavião,Município,Cursos Tecnológicos e Profissionais,10º ano,,,-,
2013,Gavião,Município,Cursos Tecnológicos e Profissionais,11º ano,,,-,
2013,Gavião,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,0.0
2013,Gavião,Município,Cursos Tecnológicos e Profissionais,Total,,,,0.0
2013,Gavião,Município,Total,10º ano,,,-,
2013,Gavião,Município,Total,11º ano,,,-,
2013,Gavião,Município,Total,12º ano,,,,0.0
2013,Gavião,Município,Total,Total,,,,0.0
2013,Góis,Município,Cursos gerais,10º ano,,,-,
2013,Góis,Município,Cursos gerais,11º ano,,,-,
2013,Góis,Município,Cursos gerais,12º ano,,,-,
2013,Góis,Município,Cursos gerais,Total,,,-,
2013,Góis,Município,Cursos Tecnológicos e Profissionais,10º ano,,,-,
2013,Góis,Município,Cursos Tecnológicos e Profissionais,11º ano,,,-,
2013,Góis,Município,Cursos Tecnológicos e Profissionais,12º ano,,,-,
2013,Góis,Município,Cursos Tecnológicos e Profissionais,Total,,,-,
2013,Góis,Município,Total,10º ano,,,-,
2013,Góis,Município,Total,11º ano,,,-,
2013,Góis,Município,Total,12º ano,,,-,
2013,Góis,Município,Total,Total,,,-,
2013,Golegã,Município,Cursos gerais,10º ano,,,,22.2
2013,Golegã,Município,Cursos gerais,11º ano,,,-,
2013,Golegã,Município,Cursos gerais,12º ano,,,,10.0
2013,Golegã,Município,Cursos gerais,Total,,,,15.8
2013,Golegã,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Golegã,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Golegã,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,0.0
2013,Golegã,Município,Cursos Tecnológicos e Profissionais,Total,,,,0.0
2013,Golegã,Município,Total,10º ano,,,,7.4
2013,Golegã,Município,Total,11º ano,,,,0.0
2013,Golegã,Município,Total,12º ano,,,,5.3
2013,Golegã,Município,Total,Total,,,,5.5
2013,Gondomar,Município,Cursos gerais,10º ano,,,,17.1
2013,Gondomar,Município,Cursos gerais,11º ano,,,,10.6
2013,Gondomar,Município,Cursos gerais,12º ano,,,,31.0
2013,Gondomar,Município,Cursos gerais,Total,,,,19.3
2013,Gondomar,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,3.9
2013,Gondomar,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,4.0
2013,Gondomar,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,29.0
2013,Gondomar,Município,Cursos Tecnológicos e Profissionais,Total,,,,10.6
2013,Gondomar,Município,Total,10º ano,,,,13.5
2013,Gondomar,Município,Total,11º ano,,,,9.0
2013,Gondomar,Município,Total,12º ano,,,,30.5
2013,Gondomar,Município,Total,Total,,,,17.1
2013,Gouveia,Município,Cursos gerais,10º ano,,,,16.4
2013,Gouveia,Município,Cursos gerais,11º ano,,,,25.6
2013,Gouveia,Município,Cursos gerais,12º ano,,,,46.8
2013,Gouveia,Município,Cursos gerais,Total,,,,31.0
2013,Gouveia,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,1.8
2013,Gouveia,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Gouveia,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,40.0
2013,Gouveia,Município,Cursos Tecnológicos e Profissionais,Total,,,,11.1
2013,Gouveia,Município,Total,10º ano,,,,6.5
2013,Gouveia,Município,Total,11º ano,,,,12.2
2013,Gouveia,Município,Total,12º ano,,,,43.5
2013,Gouveia,Município,Total,Total,,,,19.8
2013,Grândola,Município,Cursos gerais,10º ano,,,,20.0
2013,Grândola,Município,Cursos gerais,11º ano,,,,15.3
2013,Grândola,Município,Cursos gerais,12º ano,,,,32.1
2013,Grândola,Município,Cursos gerais,Total,,,,22.1
2013,Grândola,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Grândola,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Grândola,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,9.6
2013,Grândola,Município,Cursos Tecnológicos e Profissionais,Total,,,,2.6
2013,Grândola,Município,Total,10º ano,,,,8.8
2013,Grândola,Município,Total,11º ano,,,,7.3
2013,Grândola,Município,Total,12º ano,,,,21.0
2013,Grândola,Município,Total,Total,,,,11.8
2013,Guarda,Município,Cursos gerais,10º ano,,,,11.0
2013,Guarda,Município,Cursos gerais,11º ano,,,,11.5
2013,Guarda,Município,Cursos gerais,12º ano,,,,32.3
2013,Guarda,Município,Cursos gerais,Total,,,,17.6
2013,Guarda,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,2.6
2013,Guarda,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.7
2013,Guarda,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,40.7
2013,Guarda,Município,Cursos Tecnológicos e Profissionais,Total,,,,12.6
2013,Guarda,Município,Total,10º ano,,,,8.0
2013,Guarda,Município,Total,11º ano,,,,8.0
2013,Guarda,Município,Total,12º ano,,,,35.0
2013,Guarda,Município,Total,Total,,,,16.0
2013,Guimarães,Município,Cursos gerais,10º ano,,,,14.2
2013,Guimarães,Município,Cursos gerais,11º ano,,,,10.8
2013,Guimarães,Município,Cursos gerais,12º ano,,,,32.4
2013,Guimarães,Município,Cursos gerais,Total,,,,18.7
2013,Guimarães,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,4.6
2013,Guimarães,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,3.2
2013,Guimarães,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,21.0
2013,Guimarães,Município,Cursos Tecnológicos e Profissionais,Total,,,,9.2
2013,Guimarães,Município,Total,10º ano,,,,10.8
2013,Guimarães,Município,Total,11º ano,,,,8.2
2013,Guimarães,Município,Total,12º ano,,,,28.4
2013,Guimarães,Município,Total,Total,,,,15.3
2013,Horta,Município,Cursos gerais,10º ano,,,,36.1
2013,Horta,Município,Cursos gerais,11º ano,,,,19.3
2013,Horta,Município,Cursos gerais,12º ano,,,,66.3
2013,Horta,Município,Cursos gerais,Total,,,,38.7
2013,Horta,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,0.0
2013,Horta,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Horta,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,0.0
2013,Horta,Município,Cursos Tecnológicos e Profissionais,Total,,,,0.0
2013,Horta,Município,Total,10º ano,,,,28.2
2013,Horta,Município,Total,11º ano,,,,14.1
2013,Horta,Município,Total,12º ano,,,,46.8
2013,Horta,Município,Total,Total,,,,28.8
2013,Idanha-a-Nova,Município,Cursos gerais,10º ano,,,,24.5
2013,Idanha-a-Nova,Município,Cursos gerais,11º ano,,,,18.2
2013,Idanha-a-Nova,Município,Cursos gerais,12º ano,,,,58.8
2013,Idanha-a-Nova,Município,Cursos gerais,Total,,,,29.3
2013,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,11.8
2013,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,0.0
2013,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,41.7
2013,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,Total,,,,16.1
2013,Idanha-a-Nova,Município,Total,10º ano,,,,19.5
2013,Idanha-a-Nova,Município,Total,11º ano,,,,7.8
2013,Idanha-a-Nova,Município,Total,12º ano,,,,48.8
2013,Idanha-a-Nova,Município,Total,Total,,,,22.9
2013,Ílhavo,Município,Cursos gerais,10º ano,,,,19.2
2013,Ílhavo,Município,Cursos gerais,11º ano,,,,15.7
2013,Ílhavo,Município,Cursos gerais,12º ano,,,,38.3
2013,Ílhavo,Município,Cursos gerais,Total,,,,23.7
2013,Ílhavo,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,1.9
2013,Ílhavo,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,5.1
2013,Ílhavo,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,33.3
2013,Ílhavo,Município,Cursos Tecnológicos e Profissionais,Total,,,,14.4
2013,Ílhavo,Município,Total,10º ano,,,,15.3
2013,Ílhavo,Município,Total,11º ano,,,,13.0
2013,Ílhavo,Município,Total,12º ano,,,,36.8
2013,Ílhavo,Município,Total,Total,,,,21.3
2013,Lagoa,Município,Cursos gerais,10º ano,,,,12.5
2013,Lagoa,Município,Cursos gerais,11º ano,,,,11.9
2013,Lagoa,Município,Cursos gerais,12º ano,,,,33.3
2013,Lagoa,Município,Cursos gerais,Total,,,,18.4
2013,Lagoa,Município,Cursos Tecnológicos e Profissionais,10º ano,,,,12.1
2013,Lagoa,Município,Cursos Tecnológicos e Profissionais,11º ano,,,,13.5
2013,Lagoa,Município,Cursos Tecnológicos e Profissionais,12º ano,,,,36.7
2013,Lagoa,Município,Cursos Tecnológicos e Profissionais,Total,,,,19.2
2013,Lagoa,Município,Total,10º ano,,,,12.3
